IQ,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
85,9.77,8,0,10,9,3,1
93,10.07,5,0,7,8,3,1
121,8.51,2,0,9,6,4,1
120,8.55,9,0,3,1,4,1
100,9.74,8,0,5,8,5,1
120,9.46,2,0,8,1,3,1
106,8.28,4,0,2,10,2,1
111,5.73,2,0,0,8,5,1
121,9.33,1,1,0,5,4,1
121,10.29,4,0,4,10,5,1
116,8.54,10,0,0,8,1,1
120,8.36,2,1,3,9,0,1
91,8.2,1,1,1,9,3,1
87,8.75,9,1,9,8,4,1
112,9.69,2,0,9,1,5,1
92,9.27,3,1,6,10,4,1
127,5.47,10,1,5,8,4,1
99,8.81,3,1,4,10,5,1
121,7.36,4,0,6,10,2,1
94,9.22,8,1,10,9,4,1
111,6.58,8,1,2,10,2,1
106,8.91,5,0,4,10,2,1
111,9.69,6,0,5,1,2,1
111,8.81,10,1,9,2,2,1
115,5.88,9,0,6,10,4,1
106,8.67,3,1,2,8,4,1
104,10.19,7,0,7,8,4,1
92,8.53,5,0,0,10,4,1
118,6.46,8,1,9,10,2,1
114,9.77,5,0,8,10,1,1
127,9.55,2,0,8,2,4,1
115,9.47,8,0,7,8,3,1
129,8.57,4,0,8,10,3,1
132,5.51,4,0,4,8,4,1
112,7.93,9,1,3,10,4,1
88,8.01,8,1,4,10,2,1
115,5.67,4,0,10,9,3,1
98,8.67,1,0,2,9,5,1
110,9.48,10,1,10,10,3,1
69,8.89,4,1,4,10,2,1
101,9.45,9,0,7,8,2,1
120,6.67,5,0,4,10,3,1
132,9.06,6,1,3,4,4,1
106,9.16,1,0,6,9,3,1
83,8.32,2,1,4,8,5,1
121,9.03,3,0,2,1,2,1
77,9.23,1,0,3,8,2,1
117,8.18,3,1,5,8,1,1
95,8.95,8,0,6,10,2,1
118,9.25,8,1,7,3,4,1
108,8.58,7,1,3,10,3,1
95,9.18,8,1,6,8,5,1
112,8.55,2,0,1,1,4,1
122,9.39,2,0,4,8,3,1
107,10.04,10,1,5,9,4,1
115,8.63,1,1,0,10,5,1
82,8.95,2,1,3,9,5,1
115,8.63,3,0,6,8,4,1
105,9.24,8,0,8,8,5,1
130,8.5,7,0,1,4,2,1
130,5.7,10,0,2,10,3,1
98,8.95,8,1,5,10,2,1
78,8.85,8,0,7,9,5,1
116,8.26,5,1,7,7,5,1
122,9.67,5,0,8,4,2,1
119,8.19,8,1,4,4,3,1
104,9.6,8,1,8,9,2,1
98,10.25,5,1,6,8,4,1
122,8.12,10,1,6,2,2,1
114,9.21,6,1,4,1,3,1
137,8.37,9,1,2,10,1,1
118,8.02,7,1,0,10,0,1
106,8.11,8,1,1,9,2,1
123,9.71,7,1,1,7,3,1
114,8.87,1,1,7,2,3,1
84,9.39,6,0,10,10,2,1
117,7.84,5,0,2,10,3,1
117,8.51,9,0,3,10,5,1
123,9.02,10,1,5,2,5,1
116,9.05,6,1,1,10,3,1
102,8.59,3,1,1,10,5,1
125,7.45,5,0,1,8,3,1
90,10.04,10,0,1,10,5,1
112,8.54,9,1,10,8,2,1
91,8.68,3,1,2,10,4,1
112,9.56,6,1,0,9,4,1
102,9.42,3,0,8,9,3,1
116,7.39,6,0,10,10,4,1
83,9.73,4,1,10,8,2,1
116,8.58,9,1,7,8,3,1
97,9.38,10,0,8,8,2,1
115,8.97,9,0,5,2,2,1
81,9.17,3,1,4,10,3,1
97,8.78,6,0,10,8,4,1
87,8.5,7,0,10,9,5,1
130,8.56,10,0,7,1,4,1
107,8.68,4,0,4,8,2,1
101,9.67,8,0,7,9,4,1
128,9.14,2,1,8,7,2,1
83,9.9,9,0,8,8,5,1
97,8.58,7,1,8,8,5,1
99,10.28,6,0,10,9,5,1
121,8.48,9,1,6,10,1,1
115,9.57,9,0,0,9,5,1
110,9.99,8,0,9,10,4,1
87,8.04,6,0,7,10,2,1
109,8.22,2,0,7,8,2,1
127,8.73,5,0,3,2,4,1
113,8.07,2,0,3,7,5,1
123,10.01,6,0,0,4,5,1
84,9.69,7,1,1,9,4,1
109,10.09,2,1,5,10,3,1
117,8.44,6,0,9,4,4,1
119,8.29,4,0,1,8,0,1
103,5.66,9,1,8,6,0,0
86,5.54,3,0,6,1,1,0
123,9.44,10,1,2,2,1,0
99,6.2,8,1,8,1,1,0
109,9.33,3,1,7,8,0,0
102,6.13,1,1,6,1,2,0
104,5.41,7,1,2,5,3,0
105,8.68,7,0,10,5,5,0
102,6.28,2,0,0,8,4,0
103,9.09,6,0,5,1,0,0
113,6.78,6,0,6,6,5,0
95,8.36,5,0,7,7,5,0
92,5.88,3,1,4,2,2,0
92,5.62,2,0,3,8,5,0
88,5.13,3,0,3,1,0,0
101,8.22,2,1,8,10,0,0
107,6.71,10,0,9,10,1,0
98,7.79,2,1,2,5,2,0
72,8.14,9,1,9,4,4,0
91,5.6,2,0,9,7,4,0
87,6.32,4,0,1,4,2,0
93,7.84,2,0,1,8,3,0
95,5.68,9,1,2,3,3,0
87,5.95,1,0,4,6,2,0
113,5.93,10,1,3,3,1,0
86,4.92,2,0,2,8,5,0
73,10.41,1,1,2,7,4,0
100,8.67,10,0,6,4,4,0
71,7.87,5,0,3,2,2,0
114,4.99,3,1,4,9,0,0
100,7.09,8,1,5,2,0,0
117,6.51,5,1,2,1,3,0
73,9.4,8,1,7,2,0,0
106,6.87,10,1,3,3,4,0
91,6.54,7,0,5,8,2,0
88,8.39,1,1,4,1,4,0
113,6.45,2,0,7,1,0,0
101,8.59,5,0,4,10,1,0
101,9.89,1,1,6,1,1,0
102,6.54,7,0,8,4,3,0
89,7.79,7,0,8,1,3,0
96,8.08,4,0,6,1,0,0
120,6.98,9,0,6,3,2,0
103,8.57,10,0,3,5,5,0
117,5.32,7,0,0,2,5,0
110,5.27,4,1,2,6,0,0
110,8.41,10,1,9,6,1,0
87,6.39,1,1,0,6,3,0
93,5.3,5,1,4,10,3,0
110,9.1,4,1,0,7,4,0
128,7.49,6,1,8,1,3,0
75,5.88,3,0,3,5,3,0
110,6.57,5,1,7,2,2,0
66,8.64,6,0,0,3,2,0
91,6.87,4,1,9,4,0,0
90,6.42,10,1,9,6,0,0
79,5.59,8,0,5,9,4,0
81,6.05,1,0,3,4,3,0
105,9.11,5,1,0,7,2,0
108,7.05,1,0,1,3,3,0
91,6.72,4,1,5,3,5,0
105,7.91,2,0,1,2,3,0
93,5.85,6,1,3,3,5,0
116,5.88,1,1,3,2,5,0
117,6.91,2,1,2,5,1,0
79,5.0,5,0,9,8,0,0
95,7.77,3,1,7,10,2,0
128,6.21,3,1,1,6,0,0
118,6.35,9,0,3,2,0,0
124,7.24,7,0,2,4,4,0
94,5.29,2,0,10,6,3,0
94,6.2,1,0,8,1,1,0
119,5.63,1,0,5,5,1,0
122,5.75,8,0,3,1,1,0
87,6.71,2,1,2,8,2,0
68,7.17,1,1,5,8,0,0
115,9.57,6,1,10,5,0,0
98,7.58,5,0,1,4,0,0
108,5.42,3,0,2,9,2,0
98,5.56,3,0,1,4,4,0
79,6.75,6,0,5,8,4,0
78,9.4,10,0,5,3,0,0
99,6.76,7,0,2,1,0,0
93,7.32,3,0,1,1,4,0
101,5.96,6,0,0,1,1,0
103,7.12,9,0,8,10,0,0
98,5.78,3,0,10,4,1,0
78,6.12,4,0,10,10,5,0
86,5.26,6,0,10,8,3,0
100,8.38,4,1,4,7,1,0
80,8.84,3,0,1,3,0,0
97,6.19,2,1,7,3,2,0
100,9.47,9,0,6,3,1,0
86,9.85,2,0,9,5,2,0
103,7.75,7,0,6,10,0,0
96,6.58,2,0,9,2,5,0
72,5.77,2,1,1,6,0,0
96,5.62,6,1,7,10,4,0
107,7.74,9,1,2,3,5,0
121,6.51,9,0,0,2,3,0
78,6.33,8,0,10,8,5,0
121,8.0,8,1,0,7,5,0
101,8.63,9,1,8,2,3,0
75,8.86,3,1,2,9,0,0
101,8.45,7,1,3,6,3,0
84,6.24,2,0,6,5,2,0
121,5.47,6,0,1,3,5,0
129,6.68,4,0,4,6,0,0
97,6.95,6,0,0,8,1,0
102,8.92,2,0,4,4,2,0
89,10.12,10,1,6,4,2,0
81,9.47,3,0,4,9,0,0
127,7.18,6,1,3,2,1,0
78,6.71,9,0,4,5,2,0
99,9.1,7,0,6,5,4,0
91,5.85,6,0,4,10,3,0
95,8.25,5,0,9,2,2,0
99,9.8,4,1,7,2,0,0
68,8.84,9,1,0,1,5,0
99,8.76,3,1,0,2,3,0
115,7.53,1,0,0,5,2,0
121,6.71,4,0,8,3,2,0
104,5.29,10,0,4,2,2,0
77,6.68,8,0,8,2,0,0
102,7.57,3,0,4,9,4,0
91,4.68,8,1,9,4,0,0
89,6.11,7,0,4,5,0,0
82,9.48,4,1,10,6,3,0
93,9.73,9,1,0,3,0,0
102,9.97,8,0,1,5,1,0
106,8.83,3,0,9,2,5,0
89,9.08,7,0,1,4,0,0
80,5.48,7,0,8,7,4,0
85,6.16,10,0,7,10,4,0
89,6.84,10,0,7,2,5,0
98,9.41,1,0,7,5,0,0
90,7.42,6,0,2,1,4,0
92,4.93,5,0,9,9,2,0
80,7.57,5,0,8,10,4,0
110,6.44,5,1,3,4,0,0
79,9.15,6,0,1,2,0,0
82,5.75,2,1,10,10,4,0
103,8.08,4,1,5,5,3,0
98,7.69,1,1,5,7,3,0
122,8.09,6,0,1,5,1,0
98,5.5,4,1,10,1,1,0
104,5.42,3,0,1,7,1,0
109,6.03,5,1,7,2,1,0
97,5.41,6,1,4,5,2,0
102,7.11,9,0,9,5,3,0
127,5.71,6,1,2,5,2,0
89,6.46,1,0,6,6,1,0
106,9.12,4,0,6,7,0,0
108,8.35,9,0,6,5,5,0
74,9.95,4,1,0,1,4,0
93,5.26,3,0,10,7,3,0
104,7.26,10,0,1,2,1,0
124,7.91,10,0,5,6,1,0
99,7.07,5,1,5,1,2,0
75,7.38,2,0,1,10,0,0
91,7.29,6,0,1,3,3,0
108,7.74,7,1,2,9,5,0
91,6.96,8,0,10,3,4,0
107,5.92,7,1,9,1,0,0
99,8.64,9,1,5,2,3,0
99,9.03,7,0,1,3,2,0
92,6.21,8,0,3,9,0,0
75,7.0,10,0,1,9,3,0
91,4.82,7,0,0,6,4,0
108,8.8,1,0,7,2,1,0
83,9.58,7,0,7,6,4,0
103,5.77,1,0,0,5,0,0
71,6.14,1,0,0,10,0,0
107,7.63,2,0,10,9,4,0
96,6.56,9,0,10,3,1,0
83,6.31,4,1,2,1,5,0
96,5.57,2,1,5,3,5,0
83,9.68,1,0,2,2,3,0
94,6.43,2,0,4,6,5,0
99,8.32,3,1,1,6,3,0
106,7.22,10,1,8,3,1,0
102,6.22,8,0,4,8,3,0
111,9.54,1,1,4,2,1,0
116,7.12,10,0,6,8,1,0
88,7.02,3,0,8,5,5,0
111,7.3,4,0,1,6,3,0
92,6.21,5,0,2,1,1,0
97,6.51,9,1,6,7,1,0
106,6.88,6,1,9,6,0,0
96,8.11,10,0,5,8,0,0
102,9.37,4,0,9,3,4,0
84,5.13,6,1,1,10,2,0
80,6.07,1,0,3,6,5,0
118,7.88,4,0,1,1,5,0
103,8.62,2,0,6,1,5,0
88,8.72,4,0,8,9,1,0
93,7.91,9,0,0,1,0,0
90,7.96,6,0,4,7,0,0
125,7.81,1,0,1,7,5,0
105,6.63,3,1,0,4,4,0
82,5.47,2,1,0,8,4,0
87,7.29,3,0,10,5,4,0
90,9.86,5,0,0,4,5,0
93,8.05,4,0,2,6,2,0
97,9.04,5,0,8,4,3,0
67,9.1,1,0,1,1,3,0
110,8.91,10,1,9,6,3,0
87,9.32,4,0,0,6,1,0
115,6.87,5,1,3,1,2,0
85,6.32,2,0,7,6,0,0
84,10.07,1,0,0,4,3,0
91,9.16,4,1,0,9,1,0
116,6.21,8,1,9,5,1,0
76,5.19,2,1,1,1,2,0
96,7.18,9,1,2,10,5,0
101,9.06,3,1,7,5,5,0
84,7.06,4,0,9,9,5,0
95,8.68,9,0,2,4,0,0
71,5.35,6,0,7,2,0,0
113,5.31,6,0,7,5,1,0
83,7.22,6,1,5,9,4,0
91,9.6,2,0,6,6,0,0
98,7.7,4,0,6,3,3,0
104,6.69,5,1,6,6,1,0
115,8.68,6,0,8,6,0,0
82,9.76,3,0,4,5,0,0
104,5.15,9,0,7,9,1,0
122,5.81,3,0,1,6,0,0
85,6.73,9,0,2,10,3,0
98,7.7,10,0,9,3,5,0
94,7.56,7,0,3,10,5,0
84,9.26,6,0,10,3,1,0
83,9.83,8,0,3,5,3,0
86,7.87,9,0,7,5,2,0
120,6.13,6,0,3,4,1,0
84,7.89,7,0,10,9,1,0
114,7.61,8,1,7,4,2,0
93,8.71,10,0,2,9,0,0
115,7.37,8,0,10,2,0,0
72,7.2,1,0,10,2,0,0
64,9.13,7,0,5,5,0,0
79,9.44,10,0,1,4,0,0
101,7.6,1,0,8,10,2,0
102,8.51,8,1,9,2,2,0
106,9.52,4,1,3,10,1,0
77,7.52,10,0,1,2,5,0
96,5.32,7,0,5,8,0,0
90,10.14,3,0,1,4,3,0
94,6.74,3,0,6,10,5,0
136,5.31,2,0,3,1,1,0
99,8.83,7,1,5,1,3,0
99,5.73,2,1,10,5,2,0
108,8.44,1,1,4,7,3,0
89,7.04,9,0,6,9,3,0
116,7.98,3,0,4,5,0,0
87,7.85,5,1,2,9,0,0
99,7.36,9,0,8,5,2,0
127,6.49,3,0,10,7,2,0
81,4.97,10,0,8,10,2,0
92,9.03,9,0,7,4,4,0
89,5.39,2,1,5,7,1,0
119,9.34,10,0,0,6,1,0
90,5.4,5,0,8,1,5,0
99,5.56,7,1,9,9,5,0
86,8.68,4,1,9,2,1,0
117,4.87,3,1,8,6,1,0
95,7.68,5,1,1,5,2,0
107,6.03,6,0,5,6,5,0
110,7.03,9,1,1,8,3,0
87,6.9,9,1,10,6,4,0
103,6.45,10,0,5,10,1,0
96,5.85,5,1,8,10,3,0
89,7.65,5,1,0,10,0,0
111,7.91,5,1,0,4,3,0
90,6.41,8,0,5,1,2,0
115,6.72,4,0,0,3,0,0
93,8.32,10,0,9,5,3,0
88,5.68,8,0,10,7,4,0
108,7.69,4,1,4,2,1,0
91,6.75,8,0,2,10,3,0
100,5.94,7,0,2,10,5,0
70,9.27,8,0,4,3,4,0
52,8.89,3,0,5,3,5,0
100,5.59,9,0,7,9,1,0
74,6.94,10,0,0,2,5,0
71,8.03,9,0,3,4,3,0
99,5.31,9,1,7,1,4,0
100,8.97,3,0,6,5,0,0
94,6.78,3,0,2,6,5,0
117,5.83,2,1,1,6,1,0
100,6.41,9,0,4,2,5,0
87,7.32,3,0,4,3,1,0
84,9.42,5,0,8,2,5,0
84,9.69,9,0,2,1,2,0
109,4.99,5,0,8,9,3,0
97,6.0,5,1,10,4,1,0
96,7.45,7,1,9,2,0,0
82,9.14,2,1,7,7,2,0
105,7.8,5,0,9,1,3,0
93,5.36,9,1,6,1,1,0
102,9.41,2,0,0,2,0,0
85,8.66,8,0,1,2,3,0
110,5.55,2,1,5,10,2,0
72,8.67,7,1,5,9,1,0
111,5.51,8,0,1,9,0,0
113,5.6,7,1,0,5,4,0
110,8.83,6,0,0,10,1,0
97,6.79,9,0,5,9,3,0
93,6.85,8,0,8,2,4,0
94,8.84,9,0,7,8,0,0
135,7.17,1,0,6,6,3,0
90,4.88,6,0,8,5,2,0
96,5.63,3,1,10,10,4,0
77,7.73,5,1,4,9,4,0
88,6.46,2,0,8,2,0,0
79,6.47,7,0,8,1,3,0
115,5.71,6,0,5,3,1,0
117,5.69,9,0,8,2,5,0
79,8.33,1,0,9,4,3,0
106,8.39,8,0,9,6,2,0
62,9.32,7,0,3,5,1,0
86,7.9,3,0,4,6,3,0
90,9.21,2,1,2,8,0,0
77,6.56,10,1,0,3,5,0
110,10.11,2,1,5,8,1,0
83,7.26,9,0,9,9,3,0
102,5.22,5,0,5,10,1,0
122,5.69,2,1,2,6,0,0
85,9.42,5,1,1,1,5,0
87,8.64,4,0,8,2,1,0
112,7.08,1,0,5,2,4,0
99,6.3,1,1,6,8,0,0
84,10.12,6,0,2,7,4,0
85,6.23,3,0,9,5,2,0
91,8.74,9,0,8,5,5,0
103,4.89,10,0,8,2,0,0
97,8.12,6,1,5,6,1,0
97,8.69,1,1,3,4,2,0
129,6.28,7,0,0,1,0,0
99,5.73,7,1,6,9,0,0
101,5.62,1,0,1,9,5,0
82,5.89,8,1,9,10,3,0
121,7.81,7,1,7,5,0,0
95,6.08,3,1,0,7,4,0
95,8.15,5,0,0,3,0,0
128,7.18,10,1,3,7,0,0
74,6.47,10,1,4,2,1,0
85,8.38,10,0,6,3,1,0
92,5.97,6,1,3,1,3,0
93,6.51,8,0,5,7,4,0
92,5.12,3,1,3,4,2,0
78,6.65,4,0,10,3,0,0
100,7.78,8,0,1,9,0,0
107,8.19,2,0,4,4,4,0
105,9.87,2,0,4,6,5,0
83,8.85,2,0,3,8,0,0
104,7.39,4,0,6,4,1,0
86,7.99,7,1,6,7,0,0
85,5.76,7,1,8,4,0,0
117,8.79,7,1,7,1,1,0
96,9.52,5,1,3,2,0,0
89,6.46,9,0,6,7,4,0
99,8.19,3,1,2,1,5,0
99,5.12,2,0,0,9,2,0
129,8.65,1,0,6,4,1,0
100,5.91,10,0,6,10,1,0
118,6.6,1,0,5,1,3,0
97,8.64,10,1,9,7,5,0
93,8.07,4,1,6,2,2,0
99,10.0,1,1,3,4,5,0
121,6.52,6,0,9,6,5,0
109,6.01,2,0,10,9,5,0
82,8.79,8,0,1,7,1,0
92,9.49,10,1,8,5,3,0
102,9.86,8,1,0,5,5,0
99,7.69,9,0,0,3,2,0
104,7.42,7,0,5,3,0,0
82,9.5,7,0,6,6,0,0
92,7.84,5,0,2,3,5,0
83,7.01,1,0,9,4,3,0
95,7.6,10,1,2,4,4,0
124,7.34,5,1,6,2,3,0
87,5.12,9,1,6,2,4,0
91,7.31,7,0,7,6,1,0
107,7.56,2,0,7,6,4,0
93,8.62,1,1,0,2,2,0
95,7.41,8,1,2,9,1,0
72,5.44,4,0,9,8,0,0
91,4.89,3,0,6,5,0,0
98,6.71,8,0,3,6,3,0
86,8.16,6,1,7,4,2,0
117,5.52,9,0,5,3,0,0
109,5.67,2,0,7,4,2,0
86,6.87,3,0,2,8,1,0
99,5.36,2,0,9,8,0,0
120,7.56,1,1,1,5,0,0
107,6.09,10,0,5,7,5,0
111,7.06,8,0,5,3,5,0
71,5.03,3,0,7,2,0,0
100,7.96,4,1,9,5,2,0
121,5.87,9,1,0,1,4,0
92,6.34,4,0,10,2,2,0
99,8.64,6,0,3,8,0,0
85,6.62,4,0,9,1,0,0
98,6.6,9,0,5,10,5,0
92,9.1,10,0,4,5,4,0
98,7.26,10,1,5,10,4,0
106,8.25,4,1,7,1,0,0
90,6.91,3,0,4,10,0,0
64,7.17,5,0,5,9,4,0
97,5.9,5,0,0,6,1,0
101,5.44,10,1,9,5,1,0
139,5.47,4,1,1,5,1,0
96,10.03,8,0,0,3,1,0
108,5.53,7,0,9,10,0,0
91,6.52,5,0,9,9,1,0
119,5.55,1,0,9,10,0,0
93,5.53,5,0,8,8,4,0
87,5.33,10,1,4,3,0,0
68,5.58,8,1,6,6,4,0
82,9.25,4,0,1,2,4,0
107,5.9,7,0,5,6,3,0
104,7.59,8,0,8,7,2,0
88,7.16,7,0,7,6,3,0
125,7.49,7,0,10,5,5,0
105,7.5,10,0,8,10,4,0
98,5.79,5,0,8,8,1,0
125,7.4,1,1,9,5,2,0
115,6.77,6,1,0,7,4,0
100,7.75,6,0,8,9,0,0
111,6.71,8,0,4,7,2,0
116,7.81,7,1,9,4,4,0
93,8.11,10,0,4,2,2,0
96,7.81,1,0,10,2,5,0
86,8.39,8,0,3,10,1,0
94,7.03,3,0,3,8,3,0
101,5.23,1,0,3,3,1,0
109,6.19,6,0,1,1,5,0
59,8.54,7,1,0,1,4,0
93,9.41,2,1,2,5,1,0
72,5.46,2,1,8,6,3,0
80,5.7,4,1,6,7,2,0
105,7.14,8,0,2,9,3,0
90,7.59,7,0,8,4,4,0
106,9.09,2,0,2,3,2,0
94,9.54,8,1,2,4,1,0
83,6.07,4,1,4,4,5,0
96,4.89,8,0,7,7,0,0
78,10.33,3,0,1,3,3,0
105,7.08,3,0,3,9,1,0
55,9.83,4,0,3,3,1,0
103,7.28,8,1,9,2,1,0
92,7.83,6,0,6,3,2,0
100,6.96,1,1,3,3,1,0
100,9.45,5,0,4,5,2,0
83,7.6,4,0,6,8,0,0
106,7.78,4,0,2,5,1,0
85,10.02,9,0,2,4,2,0
94,6.94,4,0,8,10,1,0
96,5.41,4,1,7,3,3,0
99,5.63,10,0,8,4,4,0
79,7.39,10,0,9,10,5,0
103,8.34,7,0,0,4,0,0
94,8.18,1,0,2,4,0,0
92,9.9,10,1,1,5,2,0
85,5.52,1,0,8,2,4,0
87,7.42,2,0,7,3,2,0
91,8.01,2,0,6,4,3,0
91,5.24,2,1,6,9,1,0
92,6.6,1,0,0,9,1,0
94,5.16,7,1,8,1,5,0
96,5.72,10,1,9,7,5,0
97,5.69,3,1,8,6,4,0
88,6.37,4,1,9,5,2,0
113,6.4,4,0,7,6,5,0
101,5.17,7,0,7,8,4,0
125,8.07,10,0,1,1,0,0
100,7.33,1,0,4,6,5,0
103,9.3,2,1,5,6,3,0
86,10.07,4,0,9,10,1,0
103,9.09,3,1,6,3,4,0
104,7.33,5,1,10,4,5,0
117,4.87,7,0,1,6,3,0
104,9.27,10,1,7,7,2,0
97,7.41,5,0,6,2,3,0
94,6.16,1,0,4,10,1,0
90,9.91,6,1,5,2,2,0
92,7.99,1,0,2,8,4,0
100,8.66,7,0,5,5,3,0
107,7.25,2,0,6,5,3,0
70,8.56,10,0,6,1,0,0
107,9.43,6,0,10,1,1,0
109,9.07,3,0,8,1,2,0
103,5.17,10,1,3,5,5,0
96,5.33,9,0,9,10,3,0
98,9.47,6,0,4,1,5,0
101,5.51,3,1,2,6,0,0
91,5.93,7,0,3,4,5,0
94,7.14,3,0,6,6,0,0
89,5.95,8,0,9,4,0,0
64,6.94,9,0,3,5,3,0
82,9.08,10,1,9,3,1,0
84,5.57,7,0,8,3,4,0
90,6.66,1,0,7,1,5,0
70,8.71,6,1,7,2,5,0
101,8.63,5,1,8,2,1,0
99,7.76,9,0,2,6,4,0
106,8.4,9,1,4,3,5,0
96,7.69,6,0,1,2,5,0
109,5.04,7,0,2,8,0,0
92,9.85,2,0,4,4,3,0
104,7.58,4,0,6,7,5,0
102,7.03,4,0,8,5,2,0
102,8.19,9,0,3,7,3,0
73,10.45,6,0,2,8,1,0
103,8.25,6,1,4,2,1,0
92,6.35,2,1,10,2,3,0
83,5.52,7,0,8,3,1,0
93,7.77,9,0,2,6,2,0
115,7.02,1,1,0,3,3,0
105,5.78,7,0,1,2,3,0
107,9.32,4,0,8,4,0,0
109,7.57,10,1,5,4,1,0
102,6.58,10,1,5,2,2,0
102,5.43,2,0,7,3,4,0
84,9.43,1,0,3,2,4,0
95,5.28,2,0,4,7,5,0
103,8.71,7,0,9,4,2,0
119,8.48,5,0,2,2,1,0
110,8.69,7,1,7,3,0,0
99,5.89,3,0,3,7,0,0
109,9.04,2,0,8,1,3,0
94,8.08,9,0,1,6,0,0
74,9.77,8,0,5,2,3,0
87,8.06,2,0,4,9,0,0
86,5.32,2,0,8,5,1,0
95,5.84,2,1,3,8,0,0
93,8.43,9,0,7,2,3,0
113,9.62,3,0,0,5,0,0
117,7.64,3,0,10,5,4,0
103,8.77,8,0,6,6,1,0
84,8.02,10,0,1,5,5,0
56,6.24,8,1,6,3,5,0
117,8.31,6,1,7,6,1,0
106,6.42,6,0,1,5,4,0
106,5.95,9,0,10,6,1,0
114,7.31,6,1,8,3,0,0
111,6.13,1,1,8,3,5,0
94,6.78,10,0,2,1,2,0
106,8.45,6,0,8,6,0,0
96,7.87,2,0,5,6,1,0
91,10.17,4,0,1,6,3,0
78,9.4,6,1,2,6,2,0
103,7.55,10,0,7,10,3,0
110,7.11,8,0,9,1,4,0
78,6.1,9,0,2,9,4,0
94,6.09,1,1,10,2,3,0
104,4.64,10,1,2,5,1,0
97,9.88,3,0,9,7,4,0
104,6.08,6,0,1,8,0,0
110,8.3,5,0,10,2,4,0
90,5.26,10,0,2,6,3,0
100,8.26,10,0,8,6,0,0
81,6.89,1,0,1,4,4,0
116,7.32,5,0,5,5,2,0
90,7.06,3,0,2,5,4,0
103,6.03,8,1,1,6,1,0
114,10.01,5,1,8,7,1,0
130,4.91,9,0,2,3,2,0
108,7.37,8,1,3,5,5,0
106,8.0,6,0,1,10,3,0
100,7.09,6,0,6,9,4,0
99,5.91,7,0,10,8,5,0
81,7.44,7,0,8,10,3,0
136,8.97,4,0,3,2,0,0
95,9.98,8,0,0,1,3,0
78,5.71,10,1,2,1,5,0
108,6.09,5,1,10,9,3,0
104,6.83,2,0,10,1,3,0
107,8.93,4,1,7,2,4,0
75,7.21,6,0,1,2,3,0
95,8.33,7,0,8,2,0,0
92,7.53,1,1,2,3,0,0
95,9.61,4,1,3,3,3,0
133,7.4,9,1,1,4,3,0
84,6.51,8,0,8,7,4,0
102,6.11,1,0,0,5,3,0
97,6.77,1,0,0,10,0,0
97,6.47,10,0,0,2,5,0
123,5.12,1,1,5,2,2,0
100,9.68,3,1,5,6,1,0
99,5.53,9,1,10,2,1,0
109,5.78,10,1,1,10,0,0
112,6.1,6,1,8,4,3,0
93,7.43,7,0,0,6,3,0
102,9.33,5,0,0,4,3,0
114,6.96,9,0,4,5,3,0
119,6.05,7,1,5,3,1,0
94,9.64,6,1,8,1,3,0
90,6.68,9,1,7,4,0,0
119,6.65,4,0,5,7,2,0
107,8.12,2,0,3,5,5,0
101,9.44,7,0,4,1,2,0
87,7.27,3,1,1,2,4,0
98,9.16,1,1,9,2,2,0
105,7.79,3,0,2,5,1,0
102,9.77,3,0,0,3,2,0
90,6.89,4,0,5,4,2,0
126,7.36,3,0,7,6,1,0
125,7.1,3,1,1,2,1,0
104,10.05,10,0,1,5,1,0
85,9.35,10,0,1,3,3,0
110,8.9,3,0,2,5,4,0
76,6.97,5,0,3,5,4,0
99,7.98,5,1,2,9,0,0
93,8.59,10,1,2,2,0,0
85,8.45,4,0,1,8,0,0
89,8.22,8,0,10,1,1,0
112,5.58,7,0,3,4,0,0
63,8.05,8,1,10,6,5,0
86,5.56,10,1,9,4,0,0
91,8.99,4,0,6,2,4,0
95,6.45,5,1,5,1,2,0
95,6.22,7,0,7,10,2,0
110,7.45,8,0,1,4,1,0
112,7.82,7,1,5,3,0,0
90,5.39,8,0,7,6,1,0
91,6.83,6,0,9,8,4,0
97,5.42,1,1,2,2,1,0
89,5.32,1,0,3,9,2,0
97,6.64,8,0,4,5,3,0
87,5.1,10,1,3,2,3,0
88,5.93,2,0,1,4,4,0
90,6.7,5,0,2,10,1,0
88,5.83,10,1,9,10,3,0
86,5.2,3,1,5,3,4,0
101,6.04,10,1,5,7,1,0
143,5.94,5,1,10,5,5,0
98,7.3,10,1,10,2,1,0
102,5.26,6,1,0,2,2,0
108,5.44,10,1,4,7,1,0
108,8.6,5,0,10,9,0,0
108,5.68,10,1,8,4,1,0
99,5.65,8,1,6,8,4,0
110,7.34,4,0,4,7,2,0
78,7.82,6,1,4,3,2,0
101,7.38,1,0,1,8,2,0
106,8.92,1,0,3,3,3,0
99,9.5,3,0,0,5,3,0
85,9.85,5,1,9,7,4,0
122,5.98,9,0,8,1,4,0
66,8.51,3,0,1,7,3,0
107,6.51,4,0,1,10,4,0
95,6.19,8,1,0,9,1,0
84,8.69,6,0,5,6,3,0
103,8.17,4,0,3,5,1,0
62,7.16,10,0,3,10,5,0
75,9.48,8,0,8,2,3,0
83,7.77,4,0,5,10,0,0
98,10.22,3,0,8,6,1,0
